timestamp,batch_name,gateway,model,api,provider,scenario_name,continent,country_code,city,region,as_name,conn_type,ttft,ttfb,total_time,success,error,finish_reason,model_used,flow_host,flow_remote_ip,flow_alpn,flow_http_status,flow_server,flow_conn_fresh
2026-08-05 11:31:50.980+00,batch-1785929413461,TrueFoundry,claude-sonnet-4-6,openai,anthropic,simple,OC,AU,melbourne,VIC,google llc,Wired,1061,1061,4728,true,,stop,claude-sonnet-4-6,gateway.truefoundry.ai,,,200,cloudflare,
2026-08-05 11:31:51.804+00,batch-1785929411375,TrueFoundry,claude-sonnet-4-6,openai,anthropic,simple,EU,PL,warsaw,14,google llc,Wired,1684,1683,5353,true,,stop,claude-sonnet-4-6,gateway.truefoundry.ai,,,200,cloudflare,
2026-08-05 11:31:52.248+00,batch-1785929360320,Kong,claude-sonnet-4-6,openai,anthropic,simple,AS,KR,seoul,11,google llc,Wired,5600,5599,5600,true,,,claude-sonnet-4-6,44e4ea92a8.eu.serverless.gateways.konggateway.com,,,200,cloudflare,
2026-08-05 11:31:52.346+00,batch-1785929413896,TrueFoundry,claude-sonnet-4-6,openai,anthropic,simple,AS,TH,bangkok,10,google llc,Wired,1167,1167,4928,true,,stop,claude-sonnet-4-6,gateway.truefoundry.ai,,,200,cloudflare,
2026-08-05 11:31:52.677+00,batch-1785929362015,Cloudflare,gpt-5.4,openai,openai,simple,AS,SG,singapore,01,google llc,Wired,925,914,2492,true,,stop,gpt-5.4-2026-03-05,gateway.ai.cloudflare.com,,,200,cloudflare,
2026-08-05 11:31:53.096+00,batch-1785929361455,Kong,gpt-5.4,openai,openai,simple,AS,IN,mumbai,MH,google llc,Wired,2199,2198,2816,true,,stop,gpt-5.4-2026-03-05,44e4ea92a8.eu.serverless.gateways.konggateway.com,,,200,cloudflare,
2026-08-05 11:31:55.477+00,batch-1785929356039,Kong,claude-sonnet-4-6,openai,anthropic,simple,AS,ID,jakarta,JK,google llc,Wired,5058,5057,5058,true,,,claude-sonnet-4-6,44e4ea92a8.eu.serverless.gateways.konggateway.com,,,200,cloudflare,
2026-08-05 11:31:57.496+00,batch-1785929419333,TrueFoundry,claude-sonnet-4-6,openai,anthropic,simple,OC,AU,sydney,NSW,google llc,Wired,1086,1085,4672,true,,stop,claude-sonnet-4-6,gateway.truefoundry.ai,,,200,cloudflare,
2026-08-05 11:31:57.509+00,batch-1785929357232,Kong,claude-sonnet-4-6,openai,anthropic,simple,AS,IN,new delhi,DL,google llc,Wired,5572,5572,5573,true,,,claude-sonnet-4-6,44e4ea92a8.eu.serverless.gateways.konggateway.com,,,200,cloudflare,
2026-08-05 11:32:00.172+00,batch-1785929362015,Cloudflare,claude-sonnet-4-6,anthropic,anthropic,simple,AS,SG,singapore,01,google llc,Wired,1089,1088,4775,true,,end_turn,claude-sonnet-4-6,gateway.ai.cloudflare.com,172.65.90.67,http/1.1,200,cloudflare,false
2026-08-05 11:32:01.001+00,batch-1785929361455,Kong,claude-sonnet-4-6,openai,anthropic,simple,AS,IN,mumbai,MH,google llc,Wired,4825,4824,4825,true,,,claude-sonnet-4-6,44e4ea92a8.eu.serverless.gateways.konggateway.com,,,200,cloudflare,
2026-08-05 11:32:06.534+00,batch-1785929362015,Kong,gpt-5.4,openai,openai,simple,AS,SG,singapore,01,google llc,Wired,1868,1867,2846,true,,stop,gpt-5.4-2026-03-05,44e4ea92a8.eu.serverless.gateways.konggateway.com,,,200,cloudflare,
2026-08-05 11:32:08.574+00,batch-1785929408387,Vercel,gpt-5.4,openai,openai,simple,EU,FI,lappeenranta,02,google llc,Wired,3591,3582,5574,true,,stop,openai/gpt-5.4,ai-gateway.vercel.sh,,,200,Vercel,
2026-08-05 11:32:09.514+00,batch-1785929411375,Vercel,gpt-5.4,openai,openai,simple,EU,PL,warsaw,14,google llc,Wired,1055,1046,3116,true,,stop,openai/gpt-5.4,ai-gateway.vercel.sh,,,200,Vercel,
2026-08-05 11:32:10.851+00,batch-1785929413461,Vercel,gpt-5.4,openai,openai,simple,OC,AU,melbourne,VIC,google llc,Wired,841,832,2460,true,,stop,openai/gpt-5.4,ai-gateway.vercel.sh,,,200,Vercel,
2026-08-05 11:32:11.676+00,batch-1785929413896,Vercel,gpt-5.4,openai,openai,simple,AS,TH,bangkok,10,google llc,Wired,1016,1008,3022,true,,stop,openai/gpt-5.4,ai-gateway.vercel.sh,,,200,Vercel,
2026-08-05 11:32:11.895+00,batch-1785929527186,OpenAI (Direct),gpt-5.4,openai,openai,simple,EU,IT,milano,MI,google llc,Wired,930,924,2424,true,,stop,gpt-5.4-2026-03-05,api.openai.com,,,200,cloudflare,
2026-08-05 11:32:14.740+00,batch-1785929529826,OpenAI (Direct),gpt-5.4,openai,openai,simple,EU,CH,zürich,ZH,google llc,Wired,1075,1064,2815,true,,stop,gpt-5.4-2026-03-05,api.openai.com,,,200,cloudflare,
2026-08-05 11:32:14.971+00,batch-1785929362015,Kong,claude-sonnet-4-6,openai,anthropic,simple,AS,SG,singapore,01,google llc,Wired,5283,5283,5283,true,,,claude-sonnet-4-6,44e4ea92a8.eu.serverless.gateways.konggateway.com,,,200,cloudflare,
2026-08-05 11:32:16.256+00,batch-1785929419333,Vercel,gpt-5.4,openai,openai,simple,OC,AU,sydney,NSW,google llc,Wired,1070,1062,3079,true,,stop,openai/gpt-5.4,ai-gateway.vercel.sh,,,200,Vercel,
2026-08-05 11:32:18.123+00,batch-1785929411375,Vercel,claude-sonnet-4-6,anthropic,anthropic,simple,EU,PL,warsaw,14,google llc,Wired,1928,1916,5815,true,,end_turn,anthropic/claude-sonnet-4.6,ai-gateway.vercel.sh,64.239.109.129,http/1.1,200,Vercel,true
2026-08-05 11:32:18.689+00,batch-1785929533689,OpenAI (Direct),gpt-5.4,openai,openai,simple,EU,GB,london,LND,google llc,Wired,998,994,2928,true,,stop,gpt-5.4-2026-03-05,api.openai.com,,,200,cloudflare,
2026-08-05 11:32:18.975+00,batch-1785929408387,Vercel,claude-sonnet-4-6,anthropic,anthropic,simple,EU,FI,lappeenranta,02,google llc,Wired,1216,1174,7829,true,,end_turn,anthropic/claude-sonnet-4.6,ai-gateway.vercel.sh,64.239.123.193,http/1.1,200,Vercel,true
2026-08-05 11:32:19.181+00,batch-1785929413461,Vercel,claude-sonnet-4-6,anthropic,anthropic,simple,OC,AU,melbourne,VIC,google llc,Wired,1204,1195,5501,true,,end_turn,anthropic/claude-sonnet-4.6,ai-gateway.vercel.sh,64.239.109.193,http/1.1,200,Vercel,true
2026-08-05 11:32:19.455+00,batch-1785929527186,Anthropic (Direct),claude-sonnet-4-6,anthropic,anthropic,simple,EU,IT,milano,MI,google llc,Wired,1005,1003,4887,true,,end_turn,claude-sonnet-4-6,api.anthropic.com,160.79.104.10,http/1.1,200,cloudflare,false
2026-08-05 11:32:19.726+00,batch-1785929413896,Vercel,claude-sonnet-4-6,anthropic,anthropic,simple,AS,TH,bangkok,10,google llc,Wired,1332,1321,4855,true,,end_turn,anthropic/claude-sonnet-4.6,ai-gateway.vercel.sh,64.239.123.193,http/1.1,200,Vercel,true
2026-08-05 11:32:21.062+00,batch-1785929536473,OpenAI (Direct),gpt-5.4,openai,openai,simple,EU,NL,groningen,GR,google llc,Wired,833,830,2534,true,,stop,gpt-5.4-2026-03-05,api.openai.com,,,200,cloudflare,
2026-08-05 11:32:21.890+00,batch-1785929529826,Anthropic (Direct),claude-sonnet-4-6,anthropic,anthropic,simple,EU,CH,zürich,ZH,google llc,Wired,983,982,4428,true,,end_turn,claude-sonnet-4-6,api.anthropic.com,160.79.104.10,http/1.1,200,cloudflare,false
2026-08-05 11:32:22.701+00,batch-1785929411375,Cloudflare,gpt-5.4,openai,openai,simple,EU,PL,warsaw,14,google llc,Wired,679,678,2386,true,,stop,gpt-5.4-2026-03-05,gateway.ai.cloudflare.com,,,200,cloudflare,
2026-08-05 11:32:23.359+00,batch-1785929408387,Cloudflare,gpt-5.4,openai,openai,simple,EU,FI,lappeenranta,02,google llc,Wired,808,778,2302,true,,stop,gpt-5.4-2026-03-05,gateway.ai.cloudflare.com,,,200,cloudflare,
2026-08-05 11:32:24.265+00,batch-1785929527186,Edgee,gpt-5.4,openai,openai,simple,EU,IT,milano,MI,google llc,Wired,1391,11,3052,true,,stop,gpt-5.4-2026-03-05,edgee.io,35.152.158.112,http/1.1,200,,false
2026-08-05 11:32:24.504+00,batch-1785929413896,Cloudflare,gpt-5.4,openai,openai,simple,AS,TH,bangkok,10,google llc,Wired,769,769,2523,true,,stop,gpt-5.4-2026-03-05,gateway.ai.cloudflare.com,,,200,cloudflare,
2026-08-05 11:32:24.795+00,batch-1785929413461,Cloudflare,gpt-5.4,openai,openai,simple,OC,AU,melbourne,VIC,google llc,Wired,840,839,2456,true,,stop,gpt-5.4-2026-03-05,gateway.ai.cloudflare.com,,,200,cloudflare,
2026-08-05 11:32:24.964+00,batch-1785929419333,Vercel,claude-sonnet-4-6,anthropic,anthropic,simple,OC,AU,sydney,NSW,google llc,Wired,2318,2244,5780,true,,end_turn,anthropic/claude-sonnet-4.6,ai-gateway.vercel.sh,64.239.123.129,http/1.1,200,Vercel,true
2026-08-05 11:32:25.634+00,batch-1785929540247,OpenAI (Direct),gpt-5.4,openai,openai,simple,EU,DE,frankfurt am main,HE,google llc,Wired,1501,1499,3280,true,,stop,gpt-5.4-2026-03-05,api.openai.com,,,200,cloudflare,
2026-08-05 11:32:26.248+00,batch-1785929529826,Edgee,gpt-5.4,openai,openai,simple,EU,CH,zürich,ZH,google llc,Wired,898,22,2553,true,,stop,gpt-5.4-2026-03-05,edgee.io,16.18.52.130,http/1.1,200,,false
2026-08-05 11:32:26.829+00,batch-1785929533689,Anthropic (Direct),claude-sonnet-4-6,anthropic,anthropic,simple,EU,GB,london,LND,google llc,Wired,940,939,5659,true,,end_turn,claude-sonnet-4-6,api.anthropic.com,160.79.104.10,http/1.1,200,cloudflare,false
2026-08-05 11:32:28.372+00,batch-1785929536473,Anthropic (Direct),claude-sonnet-4-6,anthropic,anthropic,simple,EU,NL,groningen,GR,google llc,Wired,988,987,4900,true,,end_turn,claude-sonnet-4-6,api.anthropic.com,160.79.104.10,http/1.1,200,cloudflare,false
2026-08-05 11:32:29.533+00,batch-1785929419333,Cloudflare,gpt-5.4,openai,openai,simple,OC,AU,sydney,NSW,google llc,Wired,885,885,2470,true,,stop,gpt-5.4-2026-03-05,gateway.ai.cloudflare.com,,,200,cloudflare,
2026-08-05 11:32:30.457+00,batch-1785929408387,Cloudflare,claude-sonnet-4-6,anthropic,anthropic,simple,EU,FI,lappeenranta,02,google llc,Wired,1055,1055,4612,true,,end_turn,claude-sonnet-4-6,gateway.ai.cloudflare.com,172.65.90.66,http/1.1,200,cloudflare,false
2026-08-05 11:32:31.054+00,batch-1785929470014,TrueFoundry,gpt-5.4,openai,openai,simple,EU,SE,stockholm,AB,google llc,Wired,1248,1195,2783,true,,stop,gpt-5.4-2026-03-05,gateway.truefoundry.ai,,,200,cloudflare,
2026-08-05 11:32:31.267+00,batch-1785929533689,Edgee,gpt-5.4,openai,openai,simple,EU,GB,london,LND,google llc,Wired,1096,11,2596,true,,stop,gpt-5.4-2026-03-05,edgee.io,51.24.71.227,http/1.1,200,,false
2026-08-05 11:32:31.333+00,batch-1785929472287,TrueFoundry,gpt-5.4,openai,openai,simple,EU,IT,torino,TO,google llc,Wired,827,802,2314,true,,stop,gpt-5.4-2026-03-05,gateway.truefoundry.ai,,,200,cloudflare,
2026-08-05 11:32:31.898+00,batch-1785929471296,TrueFoundry,gpt-5.4,openai,openai,simple,EU,ES,madrid,M,google llc,Wired,1015,991,2759,true,,stop,gpt-5.4-2026-03-05,gateway.truefoundry.ai,,,200,cloudflare,
2026-08-05 11:32:32.010+00,batch-1785929411375,Cloudflare,claude-sonnet-4-6,anthropic,anthropic,simple,EU,PL,warsaw,14,google llc,Wired,1040,1040,4830,true,,end_turn,claude-sonnet-4-6,gateway.ai.cloudflare.com,172.65.90.66,http/1.1,200,cloudflare,false
2026-08-05 11:32:32.572+00,batch-1785929540247,Anthropic (Direct),claude-sonnet-4-6,anthropic,anthropic,simple,EU,DE,frankfurt am main,HE,google llc,Wired,991,990,4625,true,,end_turn,claude-sonnet-4-6,api.anthropic.com,160.79.104.10,http/1.1,200,cloudflare,false
2026-08-05 11:32:32.658+00,batch-1785929413896,Cloudflare,claude-sonnet-4-6,anthropic,anthropic,simple,AS,TH,bangkok,10,google llc,Wired,1598,1598,5297,true,,end_turn,claude-sonnet-4-6,gateway.ai.cloudflare.com,172.65.90.66,http/1.1,200,cloudflare,false
2026-08-05 11:32:33.013+00,batch-1785929527186,Edgee,claude-sonnet-4-6,anthropic,anthropic,simple,EU,IT,milano,MI,google llc,Wired,989,23,5058,true,,end_turn,claude-sonnet-4-6,edgee.io,35.152.158.112,http/1.1,200,,true
2026-08-05 11:32:33.263+00,batch-1785929536473,Edgee,gpt-5.4,openai,openai,simple,EU,NL,groningen,GR,google llc,Wired,903,19,2902,true,,stop,gpt-5.4-2026-03-05,edgee.io,3.123.209.124,http/1.1,200,,false
2026-08-05 11:32:33.900+00,batch-1785929471892,TrueFoundry,gpt-5.4,openai,openai,simple,EU,DE,berlin,BE,google llc,Wired,800,776,2870,true,,stop,gpt-5.4-2026-03-05,gateway.truefoundry.ai,,,200,cloudflare,
2026-08-05 11:32:34.137+00,batch-1785929529826,Edgee,claude-sonnet-4-6,anthropic,anthropic,simple,EU,CH,zürich,ZH,google llc,Wired,1749,19,5464,true,,end_turn,claude-sonnet-4-6,edgee.io,16.18.52.130,http/1.1,200,,true
2026-08-05 11:32:35.028+00,batch-1785929413461,Cloudflare,claude-sonnet-4-6,anthropic,anthropic,simple,OC,AU,melbourne,VIC,google llc,Wired,2458,2455,6411,true,,end_turn,claude-sonnet-4-6,gateway.ai.cloudflare.com,172.65.90.66,http/1.1,200,cloudflare,false
2026-08-05 11:32:35.282+00,batch-1785929408387,Kong,gpt-5.4,openai,openai,simple,EU,FI,lappeenranta,02,google llc,Wired,1375,1375,2733,true,,stop,gpt-5.4-2026-03-05,44e4ea92a8.eu.serverless.gateways.konggateway.com,,,200,cloudflare,
2026-08-05 11:32:36.539+00,batch-1785929411375,Kong,gpt-5.4,openai,openai,simple,EU,PL,warsaw,14,google llc,Wired,1552,1551,2649,true,,stop,gpt-5.4-2026-03-05,44e4ea92a8.eu.serverless.gateways.konggateway.com,,,200,cloudflare,
2026-08-05 11:32:36.733+00,batch-1785929540247,Edgee,gpt-5.4,openai,openai,simple,EU,DE,frankfurt am main,HE,google llc,Wired,545,12,2349,true,,stop,gpt-5.4-2026-03-05,edgee.io,3.123.209.124,http/1.1,200,,false
2026-08-05 11:32:38.192+00,batch-1785929419333,Cloudflare,claude-sonnet-4-6,anthropic,anthropic,simple,OC,AU,sydney,NSW,google llc,Wired,1316,1272,6054,true,,end_turn,claude-sonnet-4-6,gateway.ai.cloudflare.com,172.65.90.67,http/1.1,200,cloudflare,false
2026-08-05 11:32:38.416+00,batch-1785929527186,OpenRouter,gpt-5.4,openai,openai,simple,EU,IT,milano,MI,google llc,Wired,1160,715,2808,true,,stop,openai/gpt-5.4,openrouter.ai,,,200,cloudflare,
2026-08-05 11:32:38.433+00,batch-1785929470014,TrueFoundry,claude-sonnet-4-6,openai,anthropic,simple,EU,SE,stockholm,AB,google llc,Wired,1116,1115,4584,true,,stop,claude-sonnet-4-6,gateway.truefoundry.ai,,,200,cloudflare,
2026-08-05 11:32:38.698+00,batch-1785929533689,Edgee,claude-sonnet-4-6,anthropic,anthropic,simple,EU,GB,london,LND,google llc,Wired,917,25,4787,true,,end_turn,claude-sonnet-4-6,edgee.io,51.24.71.227,http/1.1,200,,true
2026-08-05 11:32:38.979+00,batch-1785929471296,TrueFoundry,claude-sonnet-4-6,openai,anthropic,simple,EU,ES,madrid,M,google llc,Wired,998,997,4671,true,,stop,claude-sonnet-4-6,gateway.truefoundry.ai,,,200,cloudflare,
2026-08-05 11:32:39.087+00,batch-1785929472287,TrueFoundry,claude-sonnet-4-6,openai,anthropic,simple,EU,IT,torino,TO,google llc,Wired,1058,1057,4848,true,,stop,claude-sonnet-4-6,gateway.truefoundry.ai,,,200,cloudflare,
2026-08-05 11:32:39.281+00,batch-1785929413896,Kong,gpt-5.4,openai,openai,simple,AS,TH,bangkok,10,google llc,Wired,2080,2079,2874,true,,stop,gpt-5.4-2026-03-05,44e4ea92a8.eu.serverless.gateways.konggateway.com,,,200,cloudflare,
2026-08-05 11:32:40.493+00,batch-1785929536473,Edgee,claude-sonnet-4-6,anthropic,anthropic,simple,EU,NL,groningen,GR,google llc,Wired,1030,44,4790,true,,end_turn,claude-sonnet-4-6,edgee.io,3.123.209.124,http/1.1,200,,true
2026-08-05 11:32:40.538+00,batch-1785929529826,OpenRouter,gpt-5.4,openai,openai,simple,EU,CH,zürich,ZH,google llc,Wired,1284,881,3539,true,,stop,openai/gpt-5.4,openrouter.ai,,,200,cloudflare,
2026-08-05 11:32:41.424+00,batch-1785929413461,Kong,gpt-5.4,openai,openai,simple,OC,AU,melbourne,VIC,google llc,Wired,1850,1849,2634,true,,stop,gpt-5.4-2026-03-05,44e4ea92a8.eu.serverless.gateways.konggateway.com,,,200,cloudflare,
2026-08-05 11:32:41.932+00,batch-1785929471892,TrueFoundry,claude-sonnet-4-6,openai,anthropic,simple,EU,DE,berlin,BE,google llc,Wired,1213,1212,4970,true,,stop,claude-sonnet-4-6,gateway.truefoundry.ai,,,200,cloudflare,
2026-08-05 11:32:42.948+00,batch-1785929408387,Kong,claude-sonnet-4-6,openai,anthropic,simple,EU,FI,lappeenranta,02,google llc,Wired,4919,4918,4919,true,,,claude-sonnet-4-6,44e4ea92a8.eu.serverless.gateways.konggateway.com,,,200,cloudflare,
2026-08-05 11:32:43.244+00,batch-1785929533689,OpenRouter,gpt-5.4,openai,openai,simple,EU,GB,london,LND,google llc,Wired,858,621,2559,true,,stop,openai/gpt-5.4,openrouter.ai,,,200,cloudflare,
2026-08-05 11:32:43.986+00,batch-1785929419333,Kong,gpt-5.4,openai,openai,simple,OC,AU,sydney,NSW,google llc,Wired,1985,1984,2423,true,,stop,gpt-5.4-2026-03-05,44e4ea92a8.eu.serverless.gateways.konggateway.com,,,200,cloudflare,
2026-08-05 11:32:44.079+00,batch-1785929540247,Edgee,claude-sonnet-4-6,anthropic,anthropic,simple,EU,DE,frankfurt am main,HE,google llc,Wired,1126,22,4960,true,,end_turn,claude-sonnet-4-6,edgee.io,3.123.209.124,http/1.1,200,,true
2026-08-05 11:32:44.162+00,batch-1785929411375,Kong,claude-sonnet-4-6,openai,anthropic,simple,EU,PL,warsaw,14,google llc,Wired,5166,5166,5166,true,,,claude-sonnet-4-6,44e4ea92a8.eu.serverless.gateways.konggateway.com,,,200,cloudflare,
2026-08-05 11:32:45.511+00,batch-1785929536473,OpenRouter,gpt-5.4,openai,openai,simple,EU,NL,groningen,GR,google llc,Wired,1045,626,2717,true,,stop,openai/gpt-5.4,openrouter.ai,,,200,cloudflare,
2026-08-05 11:32:47.789+00,batch-1785929529826,OpenRouter,claude-sonnet-4-6,anthropic,anthropic,simple,EU,CH,zürich,ZH,google llc,Wired,977,975,4737,true,,end_turn,anthropic/claude-sonnet-4.6,openrouter.ai,104.18.3.115,http/1.1,200,cloudflare,true
2026-08-05 11:32:47.898+00,batch-1785929527186,OpenRouter,claude-sonnet-4-6,anthropic,anthropic,simple,EU,IT,milano,MI,google llc,Wired,2764,2762,7078,true,,end_turn,anthropic/claude-sonnet-4.6,openrouter.ai,104.18.2.115,http/1.1,200,cloudflare,true
2026-08-05 11:32:48.253+00,batch-1785929413896,Kong,claude-sonnet-4-6,openai,anthropic,simple,AS,TH,bangkok,10,google llc,Wired,5144,5143,5144,true,,,claude-sonnet-4-6,44e4ea92a8.eu.serverless.gateways.konggateway.com,,,200,cloudflare,
2026-08-05 11:32:49.405+00,batch-1785929413461,Kong,claude-sonnet-4-6,openai,anthropic,simple,OC,AU,melbourne,VIC,google llc,Wired,5028,5027,5028,true,,,claude-sonnet-4-6,44e4ea92a8.eu.serverless.gateways.konggateway.com,,,200,cloudflare,
2026-08-05 11:32:50.920+00,batch-1785929540247,OpenRouter,gpt-5.4,openai,openai,simple,EU,DE,frankfurt am main,HE,google llc,Wired,2001,1563,3659,true,,stop,openai/gpt-5.4,openrouter.ai,,,200,cloudflare,
2026-08-05 11:32:51.542+00,batch-1785929533689,OpenRouter,claude-sonnet-4-6,anthropic,anthropic,simple,EU,GB,london,LND,google llc,Wired,2283,2274,5939,true,,end_turn,anthropic/claude-sonnet-4.6,openrouter.ai,104.18.2.115,http/1.1,200,cloudflare,true
2026-08-05 11:32:52.193+00,batch-1785929419333,Kong,claude-sonnet-4-6,openai,anthropic,simple,OC,AU,sydney,NSW,google llc,Wired,5065,5064,5065,true,,,claude-sonnet-4-6,44e4ea92a8.eu.serverless.gateways.konggateway.com,,,200,cloudflare,
2026-08-05 11:32:53.753+00,batch-1785929536473,OpenRouter,claude-sonnet-4-6,anthropic,anthropic,simple,EU,NL,groningen,GR,google llc,Wired,1553,1537,5055,true,,end_turn,anthropic/claude-sonnet-4.6,openrouter.ai,104.18.2.115,http/1.1,200,cloudflare,true
2026-08-05 11:32:54.310+00,batch-1785929472287,Vercel,gpt-5.4,openai,openai,simple,EU,IT,torino,TO,google llc,Wired,855,846,2754,true,,stop,openai/gpt-5.4,ai-gateway.vercel.sh,,,200,Vercel,
2026-08-05 11:32:54.421+00,batch-1785929471296,Vercel,gpt-5.4,openai,openai,simple,EU,ES,madrid,M,google llc,Wired,948,907,3035,true,,stop,openai/gpt-5.4,ai-gateway.vercel.sh,,,200,Vercel,
2026-08-05 11:32:56.234+00,batch-1785929571279,OpenAI (Direct),gpt-5.4,openai,openai,simple,EU,BE,brussels,BRU,google llc,Wired,658,657,2718,true,,stop,gpt-5.4-2026-03-05,api.openai.com,,,200,cloudflare,
2026-08-05 11:32:56.697+00,batch-1785929471892,Vercel,gpt-5.4,openai,openai,simple,EU,DE,berlin,BE,google llc,Wired,1842,1813,3904,true,,stop,openai/gpt-5.4,ai-gateway.vercel.sh,,,200,Vercel,
2026-08-05 11:32:59.573+00,batch-1785929540247,OpenRouter,claude-sonnet-4-6,anthropic,anthropic,simple,EU,DE,frankfurt am main,HE,google llc,Wired,1053,1046,5039,true,,end_turn,anthropic/claude-sonnet-4.6,openrouter.ai,104.18.2.115,http/1.1,200,cloudflare,true
2026-08-05 11:33:00.963+00,batch-1785929470014,Vercel,gpt-5.4,openai,openai,simple,EU,SE,stockholm,AB,google llc,Wired,1453,1446,3024,true,,stop,openai/gpt-5.4,ai-gateway.vercel.sh,,,200,Vercel,
2026-08-05 11:33:01.680+00,batch-1785929472287,Vercel,claude-sonnet-4-6,anthropic,anthropic,simple,EU,IT,torino,TO,google llc,Wired,1041,1032,4764,true,,end_turn,anthropic/claude-sonnet-4.6,ai-gateway.vercel.sh,64.239.109.129,http/1.1,200,Vercel,true
2026-08-05 11:33:02.392+00,batch-1785929471296,Vercel,claude-sonnet-4-6,anthropic,anthropic,simple,EU,ES,madrid,M,google llc,Wired,1097,1088,4884,true,,end_turn,anthropic/claude-sonnet-4.6,ai-gateway.vercel.sh,64.239.109.1,http/1.1,200,Vercel,true
2026-08-05 11:33:03.455+00,batch-1785929571279,Anthropic (Direct),claude-sonnet-4-6,anthropic,anthropic,simple,EU,BE,brussels,BRU,google llc,Wired,1171,1170,4827,true,,end_turn,claude-sonnet-4-6,api.anthropic.com,160.79.104.10,http/1.1,200,cloudflare,false
2026-08-05 11:33:04.953+00,batch-1785929471892,Vercel,claude-sonnet-4-6,anthropic,anthropic,simple,EU,DE,berlin,BE,google llc,Wired,2089,2080,5776,true,,end_turn,anthropic/claude-sonnet-4.6,ai-gateway.vercel.sh,64.239.109.193,http/1.1,200,Vercel,true
2026-08-05 11:33:05.649+00,batch-1785929472287,Cloudflare,gpt-5.4,openai,openai,simple,EU,IT,torino,TO,google llc,Wired,681,681,2023,true,,stop,gpt-5.4-2026-03-05,gateway.ai.cloudflare.com,,,200,cloudflare,
2026-08-05 11:33:06.585+00,batch-1785929471296,Cloudflare,gpt-5.4,openai,openai,simple,EU,ES,madrid,M,google llc,Wired,906,903,2251,true,,stop,gpt-5.4-2026-03-05,gateway.ai.cloudflare.com,,,200,cloudflare,
2026-08-05 11:33:07.957+00,batch-1785929571279,Edgee,gpt-5.4,openai,openai,simple,EU,BE,brussels,BRU,google llc,Wired,876,26,2720,true,,stop,gpt-5.4-2026-03-05,edgee.io,13.36.124.49,http/1.1,200,,false
2026-08-05 11:33:09.097+00,batch-1785929470014,Vercel,claude-sonnet-4-6,anthropic,anthropic,simple,EU,SE,stockholm,AB,google llc,Wired,1249,1241,4871,true,,end_turn,anthropic/claude-sonnet-4.6,ai-gateway.vercel.sh,64.239.123.129,http/1.1,200,Vercel,true
2026-08-05 11:33:09.519+00,batch-1785929471892,Cloudflare,gpt-5.4,openai,openai,simple,EU,DE,berlin,BE,google llc,Wired,703,685,2520,true,,stop,gpt-5.4-2026-03-05,gateway.ai.cloudflare.com,,,200,cloudflare,
2026-08-05 11:33:12.906+00,batch-1785929472287,Cloudflare,claude-sonnet-4-6,anthropic,anthropic,simple,EU,IT,torino,TO,google llc,Wired,1006,1003,4712,true,,end_turn,claude-sonnet-4-6,gateway.ai.cloudflare.com,172.65.90.66,http/1.1,200,cloudflare,false
2026-08-05 11:33:13.579+00,batch-1785929470014,Cloudflare,gpt-5.4,openai,openai,simple,EU,SE,stockholm,AB,google llc,Wired,781,779,2490,true,,stop,gpt-5.4-2026-03-05,gateway.ai.cloudflare.com,,,200,cloudflare,
2026-08-05 11:33:14.168+00,batch-1785929471296,Cloudflare,claude-sonnet-4-6,anthropic,anthropic,simple,EU,ES,madrid,M,google llc,Wired,1035,1034,4876,true,,end_turn,claude-sonnet-4-6,gateway.ai.cloudflare.com,172.65.90.66,http/1.1,200,cloudflare,false
2026-08-05 11:33:16.067+00,batch-1785929571279,Edgee,claude-sonnet-4-6,anthropic,anthropic,simple,EU,BE,brussels,BRU,google llc,Wired,1043,38,4800,true,,end_turn,claude-sonnet-4-6,edgee.io,13.36.124.49,http/1.1,200,,true
2026-08-05 11:33:16.403+00,batch-1785929590947,OpenAI (Direct),gpt-5.4,openai,openai,simple,AS,IL,tel aviv,TA,google llc,Wired,615,608,2286,true,,stop,gpt-5.4-2026-03-05,api.openai.com,,,200,cloudflare,
2026-08-05 11:33:16.404+00,batch-1785929590621,OpenAI (Direct),gpt-5.4,openai,openai,simple,EU,FR,paris,IDF,google llc,Wired,616,610,3712,true,,stop,gpt-5.4-2026-03-05,api.openai.com,,,200,cloudflare,
2026-08-05 11:33:16.858+00,batch-1785929471892,Cloudflare,claude-sonnet-4-6,anthropic,anthropic,simple,EU,DE,berlin,BE,google llc,Wired,1005,1005,4779,true,,end_turn,claude-sonnet-4-6,gateway.ai.cloudflare.com,172.65.90.67,http/1.1,200,cloudflare,false
2026-08-05 11:33:18.415+00,batch-1785929591339,OpenAI (Direct),gpt-5.4,openai,openai,simple,AS,QA,doha,DA,google llc,Wired,1528,1509,3156,true,,stop,gpt-5.4-2026-03-05,api.openai.com,,,200,cloudflare,
2026-08-05 11:33:18.690+00,batch-1785929472287,Kong,gpt-5.4,openai,openai,simple,EU,IT,torino,TO,google llc,Wired,1468,1467,2448,true,,stop,gpt-5.4-2026-03-05,44e4ea92a8.eu.serverless.gateways.konggateway.com,,,200,cloudflare,
